rules,support,confidence,lift
{citrus fruitroot vegetableswhole milksoft cheese} => {margarine},0.000508388,0.833333333,14.22887731
{citrus fruitother vegetablessoft cheesemargarine} => {whole milk},0.000610066,1,3.913649025
{citrus fruitwhole milksoft cheesemargarine} => {other vegetables},0.000610066,0.857142857,4.429847609
{tropical fruityogurtsoft cheesemargarine} => {other vegetables},0.000508388,0.833333333,4.306796287
{tropical fruitother vegetablessoft cheesemargarine} => {yogurt},0.000508388,0.833333333,5.973639456
{tropical fruityogurtsoft cheesemargarine} => {whole milk},0.000610066,1,3.913649025
{tropical fruitwhole milksoft cheesemargarine} => {yogurt},0.000610066,1,7.168367347
{tropical fruitother vegetablessoft cheesemargarine} => {whole milk},0.000508388,0.833333333,3.261374188
{tropical fruitwhole milksoft cheesemargarine} => {other vegetables},0.000508388,0.833333333,4.306796287
{root vegetablesother vegetablessoft cheesemargarine} => {whole milk},0.000711744,1,3.913649025
{root vegetableswhole milksoft cheesemargarine} => {other vegetables},0.000711744,1,5.168155544
{other vegetablesyogurtsoft cheesemargarine} => {whole milk},0.000610066,0.857142857,3.354556307
{root vegetablesbutteryogurtsoft cheese} => {domestic eggs},0.000508388,1,15.76121795
{root vegetablesyogurtsoft cheesedomestic eggs} => {butter},0.000508388,0.833333333,15.0382263
{root vegetablesbuttersoft cheesedomestic eggs} => {whole milk},0.000711744,1,3.913649025
{butteryogurtsoft cheesedomestic eggs} => {whole milk},0.000711744,1,3.913649025
{other vegetablesbuttersoft cheesedomestic eggs} => {whole milk},0.000711744,1,3.913649025
{butteryogurtsoft cheesefruit/vegetable juice} => {whole milk},0.000508388,0.833333333,3.261374188
{whole milkbuttersoft cheesefruit/vegetable juice} => {yogurt},0.000508388,0.833333333,5.973639456
{tropical fruitbutterwhipped/sour creamsoft cheese} => {other vegetables},0.000508388,1,5.168155544
{root vegetablesbutterwhipped/sour creamsoft cheese} => {whole milk},0.000508388,1,3.913649025
{citrus fruitbutteryogurtsoft cheese} => {whole milk},0.000508388,1,3.913649025
{citrus fruitwhole milkbuttersoft cheese} => {yogurt},0.000508388,1,7.168367347
{tropical fruitbutteryogurtsoft cheese} => {other vegetables},0.000610066,0.857142857,4.429847609
{tropical fruitother vegetablesbuttersoft cheese} => {yogurt},0.000610066,0.857142857,6.144314869
{tropical fruitwhole milkbuttersoft cheese} => {yogurt},0.000508388,0.833333333,5.973639456
{tropical fruitother vegetablesbuttersoft cheese} => {whole milk},0.000610066,0.857142857,3.354556307
{tropical fruitwhole milkbuttersoft cheese} => {other vegetables},0.000610066,1,5.168155544
{root vegetablesbutteryogurtsoft cheese} => {whole milk},0.000508388,1,3.913649025
{root vegetablesother vegetablesbuttersoft cheese} => {whole milk},0.000711744,1,3.913649025
{other vegetablesbuttersoft cheesesoda} => {whole milk},0.000508388,1,3.913649025
{whole milkbuttersoft cheesesoda} => {other vegetables},0.000508388,1,5.168155544
{root vegetableswhipped/sour creamsoft cheesedomestic eggs} => {other vegetables},0.000508388,0.833333333,4.306796287
{other vegetableswhipped/sour creamsoft cheesedomestic eggs} => {root vegetables},0.000508388,1,9.174440299
{root vegetableswhipped/sour creamsoft cheesedomestic eggs} => {whole milk},0.000508388,0.833333333,3.261374188
{yogurtwhipped/sour creamsoft cheesedomestic eggs} => {whole milk},0.000508388,1,3.913649025
{tropical fruitroot vegetablessoft cheesedomestic eggs} => {other vegetables},0.000508388,1,5.168155544
{tropical fruitother vegetablessoft cheesedomestic eggs} => {yogurt},0.000610066,0.857142857,6.144314869
{tropical fruityogurtsoft cheesedomestic eggs} => {whole milk},0.000711744,0.875,3.424442897
{tropical fruitwhole milksoft cheesedomestic eggs} => {yogurt},0.000711744,0.875,6.272321429
{root vegetablesyogurtsoft cheesedomestic eggs} => {other vegetables},0.000508388,0.833333333,4.306796287
{root vegetablesyogurtsoft cheesedomestic eggs} => {whole milk},0.000610066,1,3.913649025
{root vegetablesother vegetablessoft cheesedomestic eggs} => {whole milk},0.000813421,0.8,3.13091922
{root vegetableswhole milksoft cheesedomestic eggs} => {other vegetables},0.000813421,0.8,4.134524435
{yogurtwhipped/sour creamsoft cheesefruit/vegetable juice} => {tropical fruit},0.000508388,0.833333333,7.941698966
{tropical fruitwhipped/sour creamsoft cheesefruit/vegetable juice} => {other vegetables},0.000711744,1,5.168155544
{other vegetableswhipped/sour creamsoft cheesefruit/vegetable juice} => {tropical fruit},0.000711744,0.875,8.338783915
{yogurtwhipped/sour creamsoft cheesefruit/vegetable juice} => {other vegetables},0.000508388,0.833333333,4.306796287
{tropical fruityogurtsoft cheesefruit/vegetable juice} => {other vegetables},0.000711744,1,5.168155544
{root vegetableswhole milksoft cheesefruit/vegetable juice} => {other vegetables},0.000610066,0.857142857,4.429847609
{tropical fruitpip fruitwhipped/sour creamsoft cheese} => {other vegetables},0.000610066,1,5.168155544
{pip fruitother vegetableswhipped/sour creamsoft cheese} => {tropical fruit},0.000610066,0.857142857,8.168604651
{tropical fruitpip fruitother vegetablessoft cheese} => {whipped/sour cream},0.000610066,0.857142857,11.95744681
{yogurtwhipped/sour creamsoft cheesepastry} => {other vegetables},0.000508388,1,5.168155544
{other vegetableswhipped/sour creamsoft cheesepastry} => {yogurt},0.000508388,0.833333333,5.973639456
{citrus fruittropical fruitwhipped/sour creamsoft cheese} => {other vegetables},0.000610066,1,5.168155544
{citrus fruitother vegetableswhipped/sour creamsoft cheese} => {tropical fruit},0.000610066,0.857142857,8.168604651
{citrus fruittropical fruitother vegetablessoft cheese} => {whipped/sour cream},0.000610066,0.857142857,11.95744681
{citrus fruitroot vegetableswhipped/sour creamsoft cheese} => {other vegetables},0.000508388,1,5.168155544
{citrus fruitwhole milkwhipped/sour creamsoft cheese} => {other vegetables},0.000508388,1,5.168155544
{tropical fruitroot vegetableswhipped/sour creamsoft cheese} => {other vegetables},0.000610066,1,5.168155544
{tropical fruitroot vegetableswhipped/sour creamsoft cheese} => {whole milk},0.000508388,0.833333333,3.261374188
{tropical fruityogurtwhipped/sour creamsoft cheese} => {other vegetables},0.000813421,0.888888889,4.593916039
{other vegetablesyogurtwhipped/sour creamsoft cheese} => {tropical fruit},0.000813421,0.8,7.624031008
{tropical fruitwhole milkwhipped/sour creamsoft cheese} => {yogurt},0.000711744,0.875,6.272321429
{tropical fruitwhole milkwhipped/sour creamsoft cheese} => {other vegetables},0.000711744,0.875,4.522136101
{root vegetablesyogurtwhipped/sour creamsoft cheese} => {whole milk},0.000610066,1,3.913649025
{root vegetablesother vegetableswhipped/sour creamsoft cheese} => {whole milk},0.000915099,0.9,3.522284123
{whole milkwhipped/sour creamsoft cheeserolls/buns} => {yogurt},0.000508388,0.833333333,5.973639456
{tropical fruitpip fruityogurtsoft cheese} => {other vegetables},0.000508388,1,5.168155544
{pip fruitother vegetablesyogurtsoft cheese} => {tropical fruit},0.000508388,0.833333333,7.941698966
{tropical fruityogurtsoft cheesepastry} => {other vegetables},0.000508388,0.833333333,4.306796287
{tropical fruitother vegetablessoft cheesepastry} => {yogurt},0.000508388,1,7.168367347
{sausagecitrus fruitroot vegetablessoft cheese} => {other vegetables},0.000610066,1,5.168155544
{sausagecitrus fruitother vegetablessoft cheese} => {root vegetables},0.000610066,0.857142857,7.86380597
{citrus fruittropical fruitroot vegetablessoft cheese} => {other vegetables},0.000508388,1,5.168155544
{citrus fruittropical fruityogurtsoft cheese} => {other vegetables},0.000508388,0.833333333,4.306796287
{citrus fruittropical fruityogurtsoft cheese} => {whole milk},0.000610066,1,3.913649025
{citrus fruittropical fruitwhole milksoft cheese} => {yogurt},0.000610066,1,7.168367347
{citrus fruittropical fruitwhole milksoft cheese} => {other vegetables},0.000508388,0.833333333,4.306796287
{citrus fruitroot vegetablesyogurtsoft cheese} => {other vegetables},0.000610066,1,5.168155544
{citrus fruitother vegetablesyogurtsoft cheese} => {root vegetables},0.000610066,0.857142857,7.86380597
{citrus fruitroot vegetableswhole milksoft cheese} => {other vegetables},0.000610066,1,5.168155544
{sausageroot vegetablesyogurtsoft cheese} => {other vegetables},0.000508388,0.833333333,4.306796287
{tropical fruitroot vegetablesyogurtsoft cheese} => {other vegetables},0.000711744,1,5.168155544
{tropical fruitroot vegetablesyogurtsoft cheese} => {whole milk},0.000711744,1,3.913649025
{tropical fruitroot vegetableswhole milksoft cheese} => {yogurt},0.000711744,0.875,6.272321429
{tropical fruitroot vegetablesother vegetablessoft cheese} => {whole milk},0.000813421,0.888888889,3.478799133
{tropical fruitroot vegetableswhole milksoft cheese} => {other vegetables},0.000813421,1,5.168155544
{tropical fruityogurtsoft cheeserolls/buns} => {other vegetables},0.000610066,0.857142857,4.429847609
{tropical fruitother vegetablessoft cheeserolls/buns} => {yogurt},0.000610066,1,7.168367347
{tropical fruityogurtsoft cheeserolls/buns} => {whole milk},0.000610066,0.857142857,3.354556307
{tropical fruitwhole milksoft cheeserolls/buns} => {yogurt},0.000610066,1,7.168367347
{tropical fruitother vegetablessoft cheeserolls/buns} => {whole milk},0.000508388,0.833333333,3.261374188
{tropical fruitwhole milksoft cheeserolls/buns} => {other vegetables},0.000508388,0.833333333,4.306796287
{root vegetableswhole milksoft cheeserolls/buns} => {yogurt},0.000508388,0.833333333,5.973639456
{root vegetablesother vegetablesyogurtsoft cheese} => {whole milk},0.000915099,0.818181818,3.202076475
{root vegetableswhole milkyogurtsoft cheese} => {other vegetables},0.000915099,0.818181818,4.2284909
{root vegetableswhole milksoft cheeserolls/buns} => {other vegetables},0.000508388,0.833333333,4.306796287
{whole milkbutteryogurtspecialty bar} => {other vegetables},0.000508388,1,5.168155544
{other vegetableswhole milkbutterspecialty bar} => {yogurt},0.000508388,1,7.168367347
{other vegetablesyogurtsodaspecialty bar} => {whole milk},0.000508388,1,3.913649025
{citrus fruitother vegetablesmisc. beveragesfruit/vegetable juice} => {tropical fruit},0.000610066,1,9.53003876
{citrus fruittropical fruitother vegetablesmisc. beverages} => {fruit/vegetable juice},0.000610066,1,13.8326301
{citrus fruitwhole milkmisc. beveragesfruit/vegetable juice} => {tropical fruit},0.000508388,1,9.53003876
{citrus fruittropical fruitwhole milkmisc. beverages} => {fruit/vegetable juice},0.000508388,0.833333333,11.52719175
{tropical fruitroot vegetablesmisc. beveragesfruit/vegetable juice} => {other vegetables},0.000508388,1,5.168155544
{root vegetablesother vegetablesmisc. beveragesfruit/vegetable juice} => {tropical fruit},0.000508388,1,9.53003876
{tropical fruitroot vegetablesother vegetablesmisc. beverages} => {fruit/vegetable juice},0.000508388,0.833333333,11.52719175
{other vegetablesyogurtmisc. beveragesfruit/vegetable juice} => {whole milk},0.000508388,1,3.913649025
{tropical fruitroot vegetablesother vegetablesmisc. beverages} => {whole milk},0.000508388,0.833333333,3.261374188
{tropical fruitroot vegetableswhole milkmisc. beverages} => {other vegetables},0.000508388,1,5.168155544
{frankfurtertropical fruitgrapesfrozen meals} => {other vegetables},0.000508388,1,5.168155544
{frankfurtergrapesother vegetablesfrozen meals} => {tropical fruit},0.000508388,1,9.53003876
{frankfurtertropical fruitgrapesfrozen meals} => {whole milk},0.000508388,1,3.913649025
{frankfurtergrapeswhole milkfrozen meals} => {tropical fruit},0.000508388,1,9.53003876
{frankfurtertropical fruitgrapeswhole milk} => {frozen meals},0.000508388,0.833333333,29.37574671
{frankfurtergrapesother vegetablesfrozen meals} => {whole milk},0.000508388,1,3.913649025
{frankfurtergrapeswhole milkfrozen meals} => {other vegetables},0.000508388,1,5.168155544
{tropical fruitpip fruitgrapesfrozen meals} => {other vegetables},0.000610066,1,5.168155544
{pip fruitgrapesother vegetablesfrozen meals} => {tropical fruit},0.000610066,0.857142857,8.168604651
{tropical fruitpip fruitgrapesfrozen meals} => {whole milk},0.000610066,1,3.913649025
{pip fruitgrapeswhole milkfrozen meals} => {tropical fruit},0.000610066,0.857142857,8.168604651
{tropical fruitgrapeswhole milkfrozen meals} => {pip fruit},0.000610066,0.857142857,11.33064516
{pip fruitgrapesyogurtfrozen meals} => {other vegetables},0.000508388,1,5.168155544
{grapesother vegetablesyogurtfrozen meals} => {pip fruit},0.000508388,1,13.21908602
{pip fruitgrapesyogurtfrozen meals} => {whole milk},0.000508388,1,3.913649025
{grapeswhole milkyogurtfrozen meals} => {pip fruit},0.000508388,1,13.21908602
{pip fruitgrapesother vegetablesfrozen meals} => {whole milk},0.000711744,1,3.913649025
{pip fruitgrapeswhole milkfrozen meals} => {other vegetables},0.000711744,1,5.168155544
{grapesother vegetableswhole milkfrozen meals} => {pip fruit},0.000711744,0.875,11.56670027
{tropical fruitgrapesother vegetablesfrozen meals} => {whole milk},0.000711744,0.875,3.424442897
{tropical fruitgrapeswhole milkfrozen meals} => {other vegetables},0.000711744,1,5.168155544
{grapesother vegetableswhole milkfrozen meals} => {tropical fruit},0.000711744,0.875,8.338783915
{grapesroot vegetablesother vegetablesfrozen meals} => {whole milk},0.000508388,1,3.913649025
{grapesroot vegetableswhole milkfrozen meals} => {other vegetables},0.000508388,1,5.168155544
{grapesother vegetablesyogurtfrozen meals} => {whole milk},0.000508388,1,3.913649025
{grapeswhole milkyogurtfrozen meals} => {other vegetables},0.000508388,1,5.168155544
{tropical fruitgrapesother vegetableschocolate} => {whole milk},0.000508388,0.833333333,3.261374188
{tropical fruitgrapeswhole milkchocolate} => {other vegetables},0.000508388,1,5.168155544
{tropical fruitgrapeswhole milkfrozen vegetables} => {other vegetables},0.000508388,0.833333333,4.306796287
{sausagegrapescurdyogurt} => {other vegetables},0.000508388,0.833333333,4.306796287
{sausagegrapesother vegetablescurd} => {yogurt},0.000508388,1,7.168367347
{grapeswhole milkcurdyogurt} => {other vegetables},0.000508388,1,5.168155544
{porktropical fruitgrapesother vegetables} => {whole milk},0.000508388,1,3.913649025
{porktropical fruitgrapeswhole milk} => {other vegetables},0.000508388,1,5.168155544
{porkgrapesother vegetablesyogurt} => {whole milk},0.000508388,0.833333333,3.261374188
{porkgrapeswhole milkyogurt} => {other vegetables},0.000508388,1,5.168155544
{frankfurtergrapesother vegetablesbrown bread} => {whole milk},0.000508388,0.833333333,3.261374188
{frankfurtergrapeswhole milkbrown bread} => {other vegetables},0.000508388,1,5.168155544
{frankfurtertropical fruitgrapesother vegetables} => {whole milk},0.000610066,0.857142857,3.354556307
{frankfurtertropical fruitgrapeswhole milk} => {other vegetables},0.000610066,1,5.168155544
{frankfurtergrapesroot vegetablesother vegetables} => {whole milk},0.000508388,1,3.913649025
{frankfurtergrapesroot vegetableswhole milk} => {other vegetables},0.000508388,0.833333333,4.306796287
{pip fruitgrapesyogurtbrown bread} => {whole milk},0.000508388,1,3.913649025
{pip fruitgrapeswhole milkbrown bread} => {yogurt},0.000508388,1,7.168367347
{grapeswhole milkyogurtbrown bread} => {pip fruit},0.000508388,0.833333333,11.01590502
{tropical fruitgrapesyogurtbrown bread} => {other vegetables},0.000508388,1,5.168155544
{grapesother vegetablesyogurtbrown bread} => {tropical fruit},0.000508388,0.833333333,7.941698966
{tropical fruitgrapeswhole milkbrown bread} => {other vegetables},0.000610066,0.857142857,4.429847609
{grapesother vegetableswhole milkbrown bread} => {tropical fruit},0.000610066,0.857142857,8.168604651
{grapeswhole milkbutteryogurt} => {other vegetables},0.000508388,0.833333333,4.306796287
{tropical fruitgrapespastryfruit/vegetable juice} => {other vegetables},0.000508388,1,5.168155544
{grapesother vegetablespastryfruit/vegetable juice} => {tropical fruit},0.000508388,1,9.53003876
{citrus fruitgrapesbottled waterfruit/vegetable juice} => {tropical fruit},0.000508388,0.833333333,7.941698966
{citrus fruitgrapesroot vegetablesfruit/vegetable juice} => {tropical fruit},0.000508388,1,9.53003876
{tropical fruitgrapesroot vegetablesfruit/vegetable juice} => {citrus fruit},0.000508388,1,12.08230958
{citrus fruitgrapesother vegetablesfruit/vegetable juice} => {tropical fruit},0.000813421,1,9.53003876
{citrus fruitgrapeswhole milkfruit/vegetable juice} => {tropical fruit},0.000508388,1,9.53003876
{citrus fruitgrapeswhole milkfruit/vegetable juice} => {other vegetables},0.000508388,1,5.168155544
{grapesother vegetablesbottled waterfruit/vegetable juice} => {tropical fruit},0.000508388,1,9.53003876
{tropical fruitgrapeswhole milkfruit/vegetable juice} => {other vegetables},0.000711744,0.875,4.522136101
{sausagepip fruitgrapesother vegetables} => {whole milk},0.000610066,1,3.913649025
{sausagepip fruitgrapeswhole milk} => {other vegetables},0.000610066,1,5.168155544
{tropical fruitpip fruitgrapesyogurt} => {other vegetables},0.000508388,0.833333333,4.306796287
{pip fruitgrapesroot vegetablesyogurt} => {whole milk},0.000508388,0.833333333,3.261374188
{grapesroot vegetableswhole milkyogurt} => {pip fruit},0.000508388,0.833333333,11.01590502
{pip fruitgrapesroot vegetableswhole milk} => {other vegetables},0.000610066,0.857142857,4.429847609
{citrus fruittropical fruitgrapesroot vegetables} => {other vegetables},0.000711744,0.875,4.522136101
{citrus fruitgrapesroot vegetablesother vegetables} => {tropical fruit},0.000711744,0.875,8.338783915
{citrus fruittropical fruitgrapeswhole milk} => {other vegetables},0.000610066,0.857142857,4.429847609
{citrus fruitgrapesother vegetableswhole milk} => {tropical fruit},0.000610066,0.857142857,8.168604651
{sausagetropical fruitgrapeswhole milk} => {other vegetables},0.000508388,1,5.168155544
{sausagegrapeswhole milkyogurt} => {other vegetables},0.000610066,1,5.168155544
{tropical fruitgrapesother vegetablesbottled water} => {whole milk},0.000610066,0.857142857,3.354556307
{tropical fruitgrapeswhole milkbottled water} => {other vegetables},0.000610066,0.857142857,4.429847609
{tropical fruitgrapesroot vegetableswhole milk} => {other vegetables},0.000711744,1,5.168155544
{tropical fruitgrapeswhole milkyogurt} => {other vegetables},0.001016777,1,5.168155544
{grapesroot vegetableswhole milkyogurt} => {other vegetables},0.000508388,0.833333333,4.306796287
{citrus fruitcat foodbottled waterchocolate} => {yogurt},0.000508388,1,7.168367347
{citrus fruityogurtcat foodbottled water} => {chocolate},0.000508388,0.833333333,16.79474044
{other vegetableswhole milkcat foodfruit/vegetable juice} => {yogurt},0.000508388,0.833333333,5.973639456
{root vegetableswhole milkwhipped/sour creamcat food} => {other vegetables},0.000508388,1,5.168155544
{sodachocolatespecialty chocolatenapkins} => {whole milk},0.000508388,0.833333333,3.261374188
{whole milkchocolatespecialty chocolatenapkins} => {soda},0.000508388,1,5.734693878
{whole milksodachocolatespecialty chocolate} => {napkins},0.000508388,1,19.09708738
{whole milksodaspecialty chocolatenapkins} => {chocolate},0.000508388,0.833333333,16.79474044
{whipped/sour creamfrozen vegetablesfruit/vegetable juicespecialty chocolate} => {other vegetables},0.000508388,1,5.168155544
{other vegetableswhipped/sour creamfrozen vegetablesspecialty chocolate} => {fruit/vegetable juice},0.000508388,1,13.8326301
{other vegetableswhipped/sour creamfruit/vegetable juicespecialty chocolate} => {frozen vegetables},0.000508388,0.833333333,17.3273432
{tropical fruitwhole milkbottled waterspecialty chocolate} => {yogurt},0.000610066,0.857142857,6.144314869
{meatother vegetablesyogurtsliced cheese} => {whole milk},0.000508388,1,3.913649025
{meatwhole milkyogurtsliced cheese} => {other vegetables},0.000508388,1,5.168155544
{meatother vegetableswhole milksliced cheese} => {yogurt},0.000508388,0.833333333,5.973639456
{meatother vegetablesyogurtfrozen vegetables} => {whole milk},0.000508388,0.833333333,3.261374188
{meatwhole milkyogurtfrozen vegetables} => {other vegetables},0.000508388,0.833333333,4.306796287
{meatwhole milkyogurtmargarine} => {other vegetables},0.000508388,1,5.168155544
{meattropical fruitother vegetablesbutter} => {whole milk},0.000508388,0.833333333,3.261374188
{meattropical fruitwhole milkbutter} => {other vegetables},0.000508388,1,5.168155544
{sausagemeatbottled waternewspapers} => {soda},0.000508388,1,5.734693878
{meatbottled watersodanewspapers} => {sausage},0.000508388,1,10.64393939
{sausagemeatbottled watersoda} => {newspapers},0.000508388,0.833333333,10.44055202
{sausagemeatsodanewspapers} => {yogurt},0.000610066,0.857142857,6.144314869
{meatyogurtsodanewspapers} => {sausage},0.000610066,1,10.64393939
{sausagemeatyogurtsoda} => {newspapers},0.000610066,0.857142857,10.7388535
{meatrolls/bunssodanewspapers} => {sausage},0.000508388,0.833333333,8.869949495
{meatother vegetablessodanewspapers} => {sausage},0.000508388,0.833333333,8.869949495
{sausagemeatrolls/bunsnewspapers} => {yogurt},0.000610066,0.857142857,6.144314869
{sausagemeatyogurtrolls/buns} => {newspapers},0.000610066,0.857142857,10.7388535
{meatwhole milkyogurtnewspapers} => {rolls/buns},0.000508388,0.833333333,4.530587802
{meatwhole milkrolls/bunsnewspapers} => {yogurt},0.000508388,0.833333333,5.973639456
{meatwhole milkrolls/bunsnewspapers} => {other vegetables},0.000508388,0.833333333,4.306796287
{meattropical fruitother vegetableswhipped/sour cream} => {whole milk},0.000508388,0.833333333,3.261374188
{meattropical fruitwhole milkwhipped/sour cream} => {other vegetables},0.000508388,1,5.168155544
{meatcitrus fruitroot vegetablesother vegetables} => {whole milk},0.000508388,0.833333333,3.261374188
{meatcitrus fruitother vegetablesyogurt} => {whole milk},0.000508388,0.833333333,3.261374188
{sausagemeatwhole milkyogurt} => {other vegetables},0.000508388,0.833333333,4.306796287
{meattropical fruitother vegetablesyogurt} => {whole milk},0.000508388,0.833333333,3.261374188
{meattropical fruitwhole milkyogurt} => {other vegetables},0.000508388,1,5.168155544
{meatroot vegetablesyogurtrolls/buns} => {other vegetables},0.000508388,1,5.168155544
{meatroot vegetableswhole milkyogurt} => {other vegetables},0.000813421,0.8,4.134524435
{frankfurterroot vegetablessliced cheesefrozen meals} => {whole milk},0.000508388,1,3.913649025
{frankfurterwhole milksliced cheesefrozen meals} => {root vegetables},0.000508388,0.833333333,7.645366915
{frankfurterother vegetablessliced cheesefrozen meals} => {whole milk},0.000508388,1,3.913649025
{frankfurterwhole milksliced cheesefrozen meals} => {other vegetables},0.000508388,0.833333333,4.306796287
{pip fruityogurtsliced cheesefrozen meals} => {whole milk},0.000508388,1,3.913649025
{pip fruitwhole milksliced cheesefrozen meals} => {yogurt},0.000508388,0.833333333,5.973639456
{tropical fruityogurtsliced cheesefrozen meals} => {whole milk},0.000610066,1,3.913649025
{tropical fruitwhole milksliced cheesefrozen meals} => {yogurt},0.000610066,1,7.168367347
{root vegetablesyogurtsliced cheesefrozen meals} => {other vegetables},0.000508388,0.833333333,4.306796287
{other vegetablesyogurtsliced cheesefrozen meals} => {root vegetables},0.000508388,0.833333333,7.645366915
{root vegetablesyogurtsliced cheesefrozen meals} => {whole milk},0.000508388,0.833333333,3.261374188
{root vegetablesother vegetablessliced cheesefrozen meals} => {whole milk},0.000610066,0.857142857,3.354556307
{root vegetableswhole milksliced cheesefrozen meals} => {other vegetables},0.000610066,0.857142857,4.429847609
{other vegetableswhole milksliced cheesefrozen meals} => {root vegetables},0.000610066,0.857142857,7.86380597
{other vegetablesyogurtsliced cheesefrozen meals} => {whole milk},0.000508388,0.833333333,3.261374188
{root vegetablesonionsyogurtfrozen meals} => {other vegetables},0.000508388,0.833333333,4.306796287
{onionsother vegetablesyogurtfrozen meals} => {root vegetables},0.000508388,1,9.174440299
{root vegetablesfrozen mealssodasalty snack} => {other vegetables},0.000508388,1,5.168155544
{root vegetablesother vegetablesfrozen mealssalty snack} => {soda},0.000508388,1,5.734693878
{other vegetablesfrozen mealssodasalty snack} => {root vegetables},0.000508388,0.833333333,7.645366915
{root vegetablescurdcream cheese frozen meals} => {other vegetables},0.000508388,1,5.168155544
{other vegetablescurdcream cheese frozen meals} => {root vegetables},0.000508388,1,9.174440299
{root vegetablesother vegetablescream cheese frozen meals} => {curd},0.000508388,0.833333333,15.64090331
{pip fruityogurtcream cheese frozen meals} => {whole milk},0.000508388,1,3.913649025
{pip fruitwhole milkcream cheese frozen meals} => {yogurt},0.000508388,0.833333333,5.973639456
{root vegetablesother vegetablesfrozen mealswhite bread} => {whole milk},0.000508388,0.833333333,3.261374188
{other vegetableswhole milkfrozen mealswhite bread} => {root vegetables},0.000508388,0.833333333,7.645366915
{root vegetableswhole milkfrozen vegetablesfrozen meals} => {other vegetables},0.000508388,1,5.168155544
{other vegetableswhole milkfrozen vegetablesfrozen meals} => {root vegetables},0.000508388,1,9.174440299
{beefroot vegetablesbutterfrozen meals} => {yogurt},0.000508388,1,7.168367347
{beefbutteryogurtfrozen meals} => {root vegetables},0.000508388,1,9.174440299
{beefroot vegetablesother vegetablesfrozen meals} => {yogurt},0.000508388,0.833333333,5.973639456
{beefother vegetablesyogurtfrozen meals} => {root vegetables},0.000508388,1,9.174440299
{root vegetablescurdfrozen mealsfruit/vegetable juice} => {other vegetables},0.000508388,0.833333333,4.306796287
{other vegetablescurdfrozen mealsfruit/vegetable juice} => {root vegetables},0.000508388,0.833333333,7.645366915
{root vegetablescurdfrozen mealsfruit/vegetable juice} => {whole milk},0.000508388,0.833333333,3.261374188
{pip fruitcurdyogurtfrozen meals} => {whole milk},0.000610066,1,3.913649025
{pip fruitwhole milkcurdfrozen meals} => {yogurt},0.000610066,0.857142857,6.144314869
{tropical fruitcurdyogurtfrozen meals} => {whole milk},0.000610066,1,3.913649025
{root vegetablescurdyogurtfrozen meals} => {other vegetables},0.000610066,0.857142857,4.429847609
{other vegetablescurdyogurtfrozen meals} => {root vegetables},0.000610066,1,9.174440299
{root vegetablescurdyogurtfrozen meals} => {whole milk},0.000610066,0.857142857,3.354556307
{other vegetableswhole milkcurdfrozen meals} => {root vegetables},0.000711744,1,9.174440299
{other vegetablescurdyogurtfrozen meals} => {whole milk},0.000508388,0.833333333,3.261374188
{frankfurteryogurtfrozen mealsbrown bread} => {pip fruit},0.000508388,1,13.21908602
{frankfurterwhole milkfrozen mealsbrown bread} => {pip fruit},0.000508388,1,13.21908602
{pip fruitwhole milkfrozen mealsbrown bread} => {frankfurter},0.000508388,0.833333333,14.13074713
{frankfurteryogurtfrozen mealsbrown bread} => {whole milk},0.000508388,1,3.913649025
{frankfurterwhole milkfrozen mealsbrown bread} => {yogurt},0.000508388,1,7.168367347
{frankfurtertropical fruitpip fruitfrozen meals} => {yogurt},0.000610066,0.857142857,6.144314869
{frankfurterpip fruityogurtfrozen meals} => {tropical fruit},0.000610066,0.857142857,8.168604651
{frankfurtertropical fruityogurtfrozen meals} => {pip fruit},0.000610066,1,13.21908602
{frankfurtertropical fruitpip fruitfrozen meals} => {other vegetables},0.000610066,0.857142857,4.429847609
{frankfurtertropical fruitpip fruitfrozen meals} => {whole milk},0.000711744,1,3.913649025
{frankfurterother vegetablesyogurtfrozen meals} => {pip fruit},0.000508388,1,13.21908602
{frankfurterpip fruityogurtfrozen meals} => {whole milk},0.000711744,1,3.913649025
{frankfurterpip fruitother vegetablesfrozen meals} => {whole milk},0.000711744,0.875,3.424442897
{frankfurtertropical fruitroot vegetablesfrozen meals} => {other vegetables},0.000508388,0.833333333,4.306796287
{frankfurtertropical fruitroot vegetablesfrozen meals} => {whole milk},0.000508388,0.833333333,3.261374188
{frankfurtertropical fruityogurtfrozen meals} => {other vegetables},0.000508388,0.833333333,4.306796287
{frankfurterother vegetablesyogurtfrozen meals} => {tropical fruit},0.000508388,1,9.53003876
{frankfurtertropical fruityogurtfrozen meals} => {whole milk},0.000610066,1,3.913649025
{frankfurtertropical fruitother vegetablesfrozen meals} => {whole milk},0.000915099,0.9,3.522284123
{frankfurtertropical fruitwhole milkfrozen meals} => {other vegetables},0.000915099,0.9,4.651339989
{frankfurterroot vegetablesyogurtfrozen meals} => {whole milk},0.000508388,1,3.913649025
{frankfurterroot vegetablesother vegetablesfrozen meals} => {whole milk},0.000610066,0.857142857,3.354556307
{frankfurterother vegetablesyogurtfrozen meals} => {whole milk},0.000508388,1,3.913649025
{tropical fruitpip fruitfrozen mealsbrown bread} => {yogurt},0.000508388,0.833333333,5.973639456
